,Wind turbine ID,Terrain height [m],Nacelle height [m],Rotor diameter [m],Max power [MW],Price region,Installation date,Longitude,Latitude
846,1280-V-002-019,,70.0,90.0,2.3,SE4,1989-11-23,12.782655228094514,55.51031413691727
847,1280-V-002-020,,70.0,90.0,2.3,SE4,1989-11-23,12.778590857504906,55.50756264104468
848,1495-V-004-001,89.98,78.0,82.0,2.0,SE3,1989-11-25,13.299919206449625,58.378956723886816
849,1280-V-002-036,,70.0,90.0,2.3,SE4,1989-11-27,12.761889958431427,55.504632053617
850,1495-V-004-002,90.35,78.0,82.0,2.0,SE3,1989-11-27,13.306431263934064,58.378324347956415
851,1280-V-002-041,,70.0,90.0,2.3,SE4,1989-11-30,12.761657107050986,55.50867029696902
852,1280-V-002-034,,70.0,90.0,2.3,SE4,1989-11-30,12.774079349967026,55.51289683676906
853,1280-V-002-040,,70.0,90.0,2.3,SE4,1989-11-30,12.765719725893033,55.511431321219646
854,1280-V-002-044,,70.0,90.0,2.3,SE4,1989-11-30,12.765487212881471,55.51546948092962
855,1280-V-002-024,,70.0,90.0,2.3,SE4,1989-11-30,12.790570017355435,55.51987337555276
856,1280-V-002-039,,70.0,90.0,2.3,SE4,1989-11-30,12.76978342014627,55.51418323554708
857,1280-V-002-035,,70.0,90.0,2.3,SE4,1989-11-30,12.765952694008668,55.50738408955734
858,1280-V-002-025,,70.0,90.0,2.3,SE4,1989-11-30,12.786504940196505,55.51711316006371
859,1280-V-002-026,,70.0,90.0,2.3,SE4,1989-11-30,12.782439609199994,55.51436178653264
860,1280-V-002-027,,70.0,90.0,2.3,SE4,1989-11-30,12.778375002336347,55.51161028461691
861,1470-V-033-002,78.02,95.0,90.0,2.0,SE3,1989-11-30,13.128608167497019,58.301859077683986
862,1280-V-002-045,,70.0,90.0,2.3,SE4,1989-11-30,12.761423692163769,55.51271742600128
863,1463-V-005-001,208.26,70.0,64.0,1.0,SE3,1989-12-03,12.62720059158191,57.5748025826888
864,0583-V-001-001,81.32,73.0,53.0,0.85,SE3,1989-12-06,15.253303950970961,58.469721611783555
865,1382-V-006-002,16.27,81.0,90.0,2.0,SE4,1989-12-10,12.469389506951389,56.99283497693407
866,0586-V-065-001,83.57,73.0,53.0,0.8,SE3,1989-12-10,15.145149161726854,58.40063474773232
867,1382-V-007-001,16.27,81.0,90.0,2.0,SE4,1989-12-11,12.473510610996422,56.99627224609598
868,0682-V-001-001,315.52,76.0,48.0,0.8,SE3,1989-12-12,14.628036111324144,57.590132657247054
869,1382-V-007-002,16.56,81.0,90.0,2.0,SE4,1989-12-13,12.466424299587764,56.995231030578225
870,1382-V-006-001,16.78,81.0,90.0,2.0,SE4,1989-12-13,12.475812004098364,56.99371893323086
871,0583-V-003-001,79.36,75.0,53.0,0.8,SE3,1989-12-14,15.253269938231268,58.4671851430907
872,0583-V-002-001,79.46,73.0,53.0,0.85,SE3,1989-12-17,15.253094926631405,58.46449033945626
873,1499-V-037-001,222.66,78.0,82.0,2.0,SE3,1989-12-18,13.560668470568686,58.11413105447739
874,0834-V-025-001,17.1,73.0,53.0,0.8,SE4,1989-12-19,16.040880860320012,56.42966574831978
875,2581-V-002-012,8.18,80.0,90.0,2.5,SE1,1989-12-31,21.719398653977287,65.21520326836561
876,2581-V-002-011,10.46,80.0,90.0,2.5,SE1,1989-12-31,21.724500033223652,65.2111768434834
877,2581-V-002-010,7.83,80.0,90.0,2.5,SE1,1989-12-31,21.73031423789845,65.20708595412826
878,2581-V-002-009,7.46,80.0,90.0,2.5,SE1,1989-12-31,21.699565893550304,65.22232054819216
879,2581-V-002-008,14.66,80.0,90.0,2.5,SE1,1989-12-31,21.707528073346193,65.21677829317646
880,2581-V-002-007,10.57,80.0,90.0,2.5,SE1,1989-12-31,21.71479604235105,65.21140688623433
881,2581-V-002-006,9.09,80.0,90.0,2.5,SE1,1989-12-31,21.723206135099694,65.20616991595612
882,2581-V-002-005,6.25,80.0,90.0,2.5,SE1,1989-12-31,21.692149426221626,65.22022707412171
883,2581-V-002-004,8.96,80.0,90.0,2.5,SE1,1989-12-31,21.69859516325266,65.21643685403888
884,2581-V-002-003,7.43,80.0,90.0,2.5,SE1,1989-12-31,21.70387803055647,65.2121520370068
885,2581-V-002-002,7.02,80.0,90.0,2.5,SE1,1989-12-31,21.70972700863059,65.20810575423147
886,2581-V-002-001,5.1,80.0,90.0,2.5,SE1,1989-12-31,21.715545351610533,65.20433625645288
887,2280-V-008-001,212.5,80.0,90.0,2.5,SE2,1989-12-31,17.86962325050342,62.74618919823391
888,2280-V-008-005,177.96,80.0,90.0,2.5,SE2,1989-12-31,17.892419508654417,62.75126193342013
889,2280-V-008-004,237.83,80.0,90.0,2.5,SE2,1989-12-31,17.88501566965019,62.74524702691453
890,2581-V-002-013,8.38,80.0,90.0,2.5,SE1,1989-12-31,21.713618707063382,65.21917526996644
891,2581-V-002-014,5.65,80.0,90.0,2.5,SE1,1989-12-31,21.708140737338148,65.22316211751607
892,2280-V-008-002,227.96,80.0,90.0,2.5,SE2,1989-12-31,17.873955940618494,62.75008427506431
893,2280-V-008-003,247.87,80.0,90.0,2.5,SE2,1989-12-31,17.880019898508767,62.7476905188376
894,2361-V-040-001,689.16,80.0,90.0,2.0,SE2,1989-12-31,14.307291741173312,61.922242395153575
895,1445-V-001-001,99.57,73.0,53.0,0.8,SE3,1990-01-14,12.857222089474131,58.12176573068691
896,1497-V-011-001,211.97,76.0,48.0,0.8,SE3,1990-01-15,14.140841144569276,58.2131363761159
897,1499-V-035-001,241.86,98.0,82.0,2.0,SE3,1990-01-15,13.749299285664991,58.11727335418181
898,1499-V-035-002,238.71,98.0,82.0,2.0,SE3,1990-01-17,13.747444222845626,58.120109078624616
899,1499-V-035-003,238.72,98.0,82.0,2.0,SE3,1990-01-22,13.745708220201312,58.1228528857941
900,2085-V-002-001,445.89,70.0,64.0,1.0,SE3,1990-01-29,14.780878641886265,60.108618581676666
901,1499-V-027-001,195.95,73.0,53.0,0.8,SE3,1990-03-05,13.444381198579388,58.105692658140285
902,1471-V-038-001,74.2,73.0,53.0,0.8,SE3,1990-04-17,13.377284831492384,58.49670276172595
903,1471-V-038-002,72.06,73.0,53.0,0.8,SE3,1990-04-17,13.375021341881038,58.49915809652938
904,1499-V-003-001,240.13,72.0,52.0,0.8,SE3,1990-04-18,13.729677086511066,58.05515002888549
905,0586-V-003-001,96.06,73.0,53.0,0.8,SE3,1990-04-25,15.033698862355271,58.376538261558125
906,1470-V-026-001,72.7,73.0,53.0,0.8,SE3,1990-04-29,12.972651367455306,58.31645597982063
907,1470-V-041-001,81.18,73.0,53.0,0.8,SE3,1990-04-30,12.910382175491996,58.26383232668009
908,0586-V-016-001,75.41,74.0,53.0,0.8,SE3,1990-04-30,15.249389599673634,58.4091436897356
909,1285-V-027-003,37.91,60.0,53.0,0.8,SE4,1990-04-30,13.164490118392433,55.85040073113708
910,1285-V-027-004,38.08,60.0,53.0,0.8,SE4,1990-05-05,13.16224729092222,55.84838474497758
911,1497-V-028-002,125.01,73.0,53.0,0.8,SE3,1990-05-09,14.048853714559865,58.30157200749405
912,1497-V-028-001,125.59,73.0,53.0,0.8,SE3,1990-05-09,14.0541510751025,58.29963009063184
913,0583-V-013-001,90.47,73.0,53.0,0.8,SE3,1990-05-14,15.121039706731883,58.512742217618644
914,1785-V-002-001,64.06,64.0,73.0,0.8,SE3,1990-05-14,13.21033012495522,58.96996229674439
915,1461-V-012-003,50.79,98.0,82.0,2.0,SE3,1990-05-15,12.555394824571056,58.60122695966448
916,1461-V-012-001,51.56,98.0,82.0,2.0,SE3,1990-05-15,12.562869623760054,58.602819886692686
917,1461-V-012-002,51.74,98.0,82.0,2.0,SE3,1990-05-15,12.567681200453404,58.6006595923126
918,1435-V-055-001,134.06,80.0,90.0,2.5,SE3,1990-05-18,11.44800078573318,58.65300757203399
919,1435-V-032-003,136.27,80.0,90.0,2.5,SE3,1990-05-22,11.43579315956594,58.65521488738905
920,1435-V-055-003,115.91,80.0,90.0,2.5,SE3,1990-05-23,11.420384430647172,58.6693995057063
921,1435-V-055-002,125.24,80.0,90.0,2.5,SE3,1990-05-29,11.427632849484747,58.66375794400187
922,1435-V-032-001,125.58,80.0,90.0,2.5,SE3,1990-05-31,11.446335099057395,58.64936923786239
923,0760-V-031-001,224.53,73.0,53.0,0.8,SE4,1990-06-01,15.487347586966335,57.01218422932132
924,1435-V-032-002,132.26,80.0,90.0,2.5,SE3,1990-06-03,11.44009875168261,58.65173593230007
925,0880-V-017-001,10.59,31.0,27.0,0.15,SE4,1990-06-12,16.302519430082192,56.68961011749402
926,0583-V-004-001,83.66,95.0,90.0,1.8,SE3,1990-06-24,15.233841263001654,58.51972849086597
927,0583-V-011-001,83.98,95.0,90.0,1.8,SE3,1990-06-25,15.239209230312046,58.51731842616034
928,0885-V-044-001,15.38,64.0,71.0,2.0,SE4,1990-06-30,16.806082565912646,56.87552824483813
929,0885-V-044-002,15.81,64.0,71.0,2.0,SE4,1990-06-30,16.806050222919545,56.87799818737875
930,0885-V-044-003,17.29,64.0,71.0,2.0,SE4,1990-06-30,16.806017710669092,56.88046804158202
931,0885-V-017-001,3.98,73.0,53.0,0.8,SE4,1990-06-30,16.854273462577776,56.84519178153702
932,0885-V-044-004,17.42,64.0,71.0,2.0,SE4,1990-06-30,16.805985201808664,56.882937984660664
933,0563-V-011-001,106.95,65.0,52.0,0.85,SE3,1990-07-04,14.958589809656567,58.397781127773655
934,1484-V-003-002,71.84,88.0,90.0,3.0,SE3,1990-07-08,11.412759387717086,58.34070473527024
935,1484-V-003-001,46.57,88.0,90.0,3.0,SE3,1990-07-08,11.409835705453832,58.3433257169427
936,0583-V-010-001,114.9,65.0,52.0,0.85,SE3,1990-07-10,15.009331426507792,58.45882989267426
937,0509-V-021-001,111.3,74.0,52.0,0.85,SE3,1990-07-18,14.769622414259532,58.28997702174754
938,0380-V-002-001,26.17,31.0,34.0,0.2,SE3,1990-07-20,17.56093022204831,59.97543702337459
939,1864-V-001-001,259.17,12.0,6.0,0.0,SE3,1990-07-24,14.977051542739577,60.03964348461433
940,2029-V-001-002,462.71,95.0,90.0,1.8,SE3,1990-08-01,15.391835429269594,60.79913457773809
941,2029-V-001-003,458.43,95.0,90.0,1.8,SE3,1990-08-01,15.40957237782018,60.79538924940552
942,2029-V-001-001,458.28,95.0,90.0,1.8,SE3,1990-08-01,15.389913609266761,60.80287109581066
943,0980-V-048-001,10.8,31.0,27.0,0.15,SE3,1990-08-01,18.33497938349041,57.11478049795443
944,1471-V-035-001,82.46,98.0,82.0,2.0,SE3,1990-08-03,13.488780724075504,58.50575471758688
945,2080-V-001-002,439.89,95.0,90.0,1.8,SE3,1990-08-04,15.395722585289793,60.788685553886374
946,2080-V-001-001,457.54,95.0,90.0,1.8,SE3,1990-08-05,15.40181242714383,60.79112878283625
947,1282-V-006-003,4.0,80.0,90.0,2.5,SE4,1990-08-12,12.875325729496979,55.86155058217798
948,1282-V-006-004,4.12,80.0,90.0,2.5,SE4,1990-08-12,12.860355952173544,55.85793999946497
949,2421-V-003-001,544.78,71.0,64.0,1.0,SE2,1990-08-28,17.068832077828443,64.97919257239357
950,2313-V-003-002,643.63,70.0,64.0,1.0,SE2,1990-09-01,15.398487001069617,64.39192902325223
951,1080-V-006-001,19.24,65.0,48.0,0.8,SE4,1990-09-01,15.656314419792654,56.10218538729767
952,2313-V-003-001,642.53,70.0,64.0,1.0,SE2,1990-09-01,15.40351564223114,64.3924900523887
953,1080-V-005-001,20.1,65.0,48.0,0.8,SE4,1990-09-01,15.652869284822092,56.101774073239405
954,1489-V-001-001,120.5,73.0,53.0,0.8,SE3,1990-10-08,12.640440440829126,58.16690206051889
955,1291-V-010-001,42.5,73.0,53.0,0.8,SE4,1990-10-15,14.170356322538533,55.47030436780807
956,2085-V-004-011,448.89,105.0,90.0,2.0,SE3,1990-10-17,14.920369111973164,60.10256592049236
957,2085-V-004-012,411.35,105.0,90.0,2.0,SE3,1990-10-18,14.93771498637896,60.10184252211483
958,0860-V-001-002,123.44,80.0,90.0,2.5,SE4,1990-10-24,15.986372643249823,57.274400034858076
959,0860-V-001-001,127.28,100.0,90.0,2.5,SE4,1990-10-30,15.989305671518803,57.277529619542946
960,2085-V-004-009,410.99,105.0,90.0,2.0,SE3,1990-10-30,14.95694534622694,60.126288610932725
961,1487-V-029-001,48.93,74.0,52.0,0.85,SE3,1990-11-01,12.61094817808912,58.467085201750756
962,1280-V-002-010,,70.0,90.0,2.3,SE4,1990-11-04,12.791015276299381,55.51177849974921
963,2085-V-004-006,418.79,105.0,90.0,2.0,SE3,1990-11-14,14.921526022029681,60.120563359720286
964,2085-V-004-003,440.53,105.0,90.0,2.0,SE3,1990-11-15,14.908472011383004,60.1202466379324
965,2085-V-004-005,411.69,105.0,90.0,2.0,SE3,1990-11-17,14.917198908853,60.12907236931129
966,0586-V-014-001,108.54,73.0,53.0,0.8,SE3,1990-11-20,15.000399503122628,58.415729669198655
967,0586-V-014-002,107.9,73.0,53.0,0.8,SE3,1990-11-20,15.00175348614118,58.41337687255478
968,0586-V-014-003,107.72,73.0,53.0,0.8,SE3,1990-11-21,15.003175064916366,58.411060434044025
969,2085-V-004-001,409.45,105.0,90.0,2.0,SE3,1990-11-22,14.895784402861524,60.12158538323706
970,2085-V-004-002,424.73,105.0,90.0,2.0,SE3,1990-11-26,14.904810355172781,60.12384270074505
971,0620-V-001-002,279.08,95.0,90.0,2.0,SE3,1990-11-27,13.82288372819325,58.01761237934071
972,0586-V-035-001,112.56,73.0,53.0,0.8,SE3,1990-12-01,14.984400948797212,58.37648022113486
973,1473-V-007-001,90.23,73.0,53.0,0.8,SE3,1990-12-02,13.939856072422952,58.61258212144996
974,1287-V-014-004,51.0,64.0,71.0,2.3,SE4,1990-12-05,13.460835388190715,55.45646193336786
975,1287-V-014-003,55.72,64.0,71.0,2.3,SE4,1990-12-05,13.46379627429486,55.45452408652065
976,1287-V-014-002,55.88,64.0,71.0,2.3,SE4,1990-12-05,13.467072080291691,55.452601078717564
977,1287-V-014-001,51.22,64.0,71.0,2.3,SE4,1990-12-05,13.470344533451724,55.4507318641908
978,2085-V-004-008,415.98,105.0,90.0,2.0,SE3,1990-12-08,14.940814583652877,60.125135754355846
979,2085-V-004-010,438.42,105.0,90.0,2.0,SE3,1990-12-08,14.961108000050869,60.12952775806907
980,2085-V-004-004,415.12,105.0,90.0,2.0,SE3,1990-12-08,14.916668929822322,60.12384476746558
981,1494-V-007-001,82.79,73.0,53.0,0.8,SE3,1990-12-10,13.252957209441593,58.42836927080172
982,2085-V-004-007,399.56,105.0,90.0,2.0,SE3,1990-12-10,14.948790993993272,60.12439058163155
983,2581-V-003-007,373.57,108.0,82.0,2.0,SE1,1990-12-11,20.51385008288686,65.45279343003955
984,2581-V-003-008,384.23,108.0,82.0,2.0,SE1,1990-12-11,20.518558609349203,65.45017385190634
985,1461-V-002-002,58.31,95.0,90.0,1.8,SE3,1990-12-12,12.422334438991472,58.587996810385015
986,1461-V-005-001,66.52,95.0,90.0,1.8,SE3,1990-12-12,12.405886055162634,58.62021021893306
987,1461-V-002-001,58.29,95.0,90.0,1.8,SE3,1990-12-12,12.417212854805756,58.59110713784842
988,1461-V-005-004,68.8,95.0,90.0,1.8,SE3,1990-12-12,12.394117478317094,58.623646626595246
989,1461-V-005-002,68.73,95.0,90.0,1.8,SE3,1990-12-12,12.395530619078574,58.61957826618148
990,1461-V-005-003,67.13,95.0,90.0,1.8,SE3,1990-12-12,12.401960794864321,58.624389048565014
991,1383-V-011-002,26.53,78.0,82.0,2.0,SE3,1990-12-15,12.36282474286949,57.056953604637876
992,1383-V-011-001,25.15,78.0,82.0,2.0,SE3,1990-12-15,12.365021970015523,57.05391093212534
993,0586-V-036-001,111.19,73.0,53.0,0.8,SE3,1990-12-17,14.983431432614926,58.37847202094613
994,1499-V-040-001,227.42,74.0,53.0,0.8,SE3,1990-12-18,13.557480150629296,58.22188908223536
995,2309-V-005-009,686.16,80.0,90.0,2.5,SE2,1991-01-01,13.585289541535825,63.75568985915088
996,2309-V-005-010,670.22,80.0,90.0,2.5,SE2,1991-01-01,13.596564550662999,63.75604818769218
997,0617-V-002-003,272.01,80.0,90.0,2.5,SE4,1991-01-01,13.758991872737253,57.279313966512035
998,2309-V-005-011,692.1,80.0,90.0,2.5,SE2,1991-01-01,13.591475583162826,63.752895587861794
999,2309-V-005-012,696.25,80.0,90.0,2.5,SE2,1991-01-01,13.586493812962416,63.751623423117415
1000,1471-V-012-001,73.31,98.0,82.0,2.0,SE3,1991-01-01,13.519060393183569,58.551776528510466
1001,2409-V-001-004,46.36,98.0,82.0,2.0,SE1,1991-01-01,21.004110434335807,64.18281799761233
1002,2085-V-003-001,432.99,98.0,82.0,2.0,SE3,1991-01-01,14.197817325185172,60.23922260509981
1003,2409-V-001-003,43.58,98.0,82.0,2.0,SE1,1991-01-01,20.999478195831866,64.17967389709595
1004,2062-V-004-001,501.11,80.0,90.0,2.0,SE3,1991-01-01,14.403091926106969,60.81550531519501
1005,2309-V-005-008,705.41,80.0,90.0,2.5,SE2,1991-01-01,13.580533543072479,63.759490787524015
1006,1381-V-007-011,105.67,105.0,90.0,2.0,SE4,1991-01-01,13.278834871640775,56.44163854371692
1007,1381-V-007-006,85.86,105.0,90.0,2.0,SE4,1991-01-01,13.253380642978113,56.44661187396621
1008,1381-V-007-007,104.15,105.0,90.0,2.0,SE4,1991-01-01,13.261958290718798,56.447141883179974
1009,1381-V-007-008,105.25,105.0,90.0,2.0,SE4,1991-01-01,13.265663952669856,56.444803030941465
1010,2418-V-012-001,535.1,75.0,53.0,0.8,SE1,1991-01-01,19.006409570850774,65.0445246616003
1011,1381-V-007-004,98.65,105.0,90.0,2.0,SE4,1991-01-01,13.252381747012777,56.45233585479806
1012,1381-V-007-005,94.92,105.0,90.0,2.0,SE4,1991-01-01,13.26022000257252,56.45310869234088
1013,1381-V-007-009,101.2,105.0,90.0,2.0,SE4,1991-01-01,13.270746524482155,56.442398260034004
1014,1381-V-007-010,102.08,105.0,90.0,2.0,SE4,1991-01-01,13.27760007524456,56.444624758907466
1015,1462-V-008-001,138.24,90.0,60.0,0.9,SE3,1991-01-01,12.147687389776804,58.14269717127569
1016,2085-V-003-002,458.84,98.0,82.0,2.0,SE3,1991-01-01,14.196998697524092,60.24232865135494
1017,2309-V-005-007,707.65,80.0,90.0,2.5,SE2,1991-01-01,13.574326208667877,63.76265672042777
1018,0617-V-002-002,299.73,80.0,90.0,2.5,SE4,1991-01-01,13.763060022472954,57.28305607490843
1019,2409-V-001-002,32.72,98.0,82.0,2.0,SE1,1991-01-01,21.01686533943889,64.18378021232171
1020,2062-V-004-002,520.48,80.0,90.0,2.0,SE3,1991-01-01,14.400845380551738,60.81079170415298
1021,1381-V-007-002,82.94,105.0,90.0,2.0,SE4,1991-01-01,13.252444387544688,56.45995444652379
1022,2062-V-004-003,538.92,80.0,90.0,2.0,SE3,1991-01-01,14.407681643981508,60.809277909773485
1023,0617-V-002-004,292.62,80.0,90.0,2.5,SE4,1991-01-01,13.766963465924924,57.28027291867901
1024,2062-V-004-004,541.68,80.0,90.0,2.0,SE3,1991-01-01,14.40070264205492,60.80671701916421
1025,2514-V-001-001,10.01,65.0,52.0,0.85,SE1,1991-01-01,23.09091378365438,65.7086145537375
1026,2514-V-001-002,11.02,74.0,52.0,0.85,SE1,1991-01-01,23.086458526616315,65.70989223790032
1027,2062-V-004-005,564.9,80.0,90.0,2.0,SE3,1991-01-01,14.403187393055658,60.799922164423045
1028,2409-V-001-001,28.51,98.0,82.0,2.0,SE1,1991-01-01,21.014046877637902,64.17835748585952
1029,2409-V-001-006,52.36,98.0,82.0,2.0,SE1,1991-01-01,21.012094000666785,64.18853118319333
1030,1381-V-007-001,85.28,105.0,90.0,2.0,SE4,1991-01-01,13.24899643963525,56.457426371832284
1031,2309-V-005-006,759.15,80.0,90.0,2.5,SE2,1991-01-01,13.586252171454579,63.76126692300053
1032,0483-V-001-001,49.66,73.0,53.0,0.8,SE3,1991-01-01,16.09332014483732,59.141615946709656
1033,2062-V-004-007,586.96,80.0,90.0,2.0,SE3,1991-01-01,14.399714023891608,60.79329074484002
1034,2062-V-004-008,573.53,80.0,90.0,2.0,SE3,1991-01-01,14.402275117225074,60.79032877705822
1035,1381-V-007-012,94.61,105.0,90.0,2.0,SE4,1991-01-01,13.283790948980167,56.44494146983649
1036,2309-V-004-001,614.57,80.0,90.0,2.0,SE2,1991-01-01,14.142764700000605,63.494369162087246
1037,1381-V-007-003,94.49,105.0,90.0,2.0,SE4,1991-01-01,13.256028447197199,56.455380266078485
1038,2309-V-005-001,708.76,80.0,90.0,2.5,SE2,1991-01-01,13.60205679065026,63.766456622144815
1039,2309-V-005-002,715.09,80.0,90.0,2.5,SE2,1991-01-01,13.599435827000653,63.764374365693776
1040,2309-V-005-003,714.2,80.0,90.0,2.5,SE2,1991-01-01,13.594612594396194,63.76228839403225
1041,2309-V-005-004,726.9,80.0,90.0,2.5,SE2,1991-01-01,13.586277612307077,63.764760265611116
1042,2309-V-005-005,736.67,80.0,90.0,2.5,SE2,1991-01-01,13.579400846680683,63.76449767017942
1043,0617-V-002-001,290.77,80.0,90.0,2.5,SE4,1991-01-01,13.756202146092493,57.28243303079108
1044,2062-V-004-006,553.76,80.0,90.0,2.0,SE3,1991-01-01,14.401886540996639,60.79683605704179
1045,2409-V-001-005,49.95,98.0,82.0,2.0,SE1,1991-01-01,21.00828173376654,64.18576707719275
1046,1492-V-004-002,50.65,32.0,25.0,0.15,SE3,1991-01-13,12.612502186292202,58.97405730414532
1047,0586-V-011-001,115.95,74.0,52.0,0.85,SE3,1991-01-21,14.953480903800381,58.33213025227897
1048,0586-V-019-001,110.54,74.0,52.0,0.85,SE3,1991-01-27,14.883424977015807,58.321891950733324
1049,2031-V-001-009,473.09,80.0,90.0,2.0,SE3,1991-02-01,15.388008866732045,61.16794426999468
1050,2031-V-001-003,493.36,80.0,90.0,2.0,SE3,1991-02-01,15.386336206507728,61.17914776025199
1051,2031-V-001-008,460.29,80.0,90.0,2.0,SE3,1991-02-01,15.382475235188059,61.16948551904488
1052,2031-V-001-007,473.06,80.0,90.0,2.0,SE3,1991-02-01,15.378844127050014,61.17241171027973
1053,2031-V-001-006,431.82,80.0,90.0,2.0,SE3,1991-02-01,15.406640780415525,61.17700457650373
1054,2031-V-001-005,430.57,80.0,90.0,2.0,SE3,1991-02-01,15.404404811743767,61.18043207768144
1055,2031-V-001-004,464.15,80.0,90.0,2.0,SE3,1991-02-01,15.394694663107673,61.176723540280435
1056,1480-V-002-001,108.73,80.0,82.0,2.0,SE3,1991-02-01,12.023155858186849,57.795557757330535
1057,2031-V-001-001,476.83,80.0,90.0,2.0,SE3,1991-02-01,15.381398637776886,61.18557583149043
1058,2031-V-001-002,470.9,80.0,90.0,2.0,SE3,1991-02-01,15.381449988303087,61.18192990540631
1059,1470-V-043-001,94.51,75.0,50.0,0.8,SE3,1991-02-02,13.055585618551746,58.20891857616907
1060,0586-V-010-001,98.47,73.0,53.0,0.8,SE3,1991-02-02,14.911560646454701,58.332726443630726
1061,1382-V-014-001,16.06,105.0,90.0,2.0,SE4,1991-02-06,12.441590983284666,57.009437535354806
1062,1499-V-022-001,196.49,73.0,53.0,0.8,SE3,1991-02-07,13.486930302378118,58.08814521132493
1063,1382-V-014-005,15.58,105.0,90.0,2.0,SE4,1991-02-10,12.464626575094938,57.00313701832888
1064,1382-V-014-003,15.9,105.0,90.0,2.0,SE4,1991-02-17,12.453012199437675,57.00632806972154
1065,0586-V-040-001,111.54,74.0,52.0,0.85,SE3,1991-02-18,14.953975854327274,58.32983455794083
1066,1470-V-025-001,81.2,70.0,64.0,1.0,SE3,1991-02-20,12.899699632306193,58.28724751270817
1067,1487-V-001-001,67.05,60.0,53.0,0.8,SE3,1991-02-21,12.343548409231794,58.53989232330929
1068,1382-V-014-004,15.71,105.0,90.0,2.0,SE4,1991-02-22,12.458677611566,57.00476960916029
1069,1499-V-043-001,227.84,105.0,90.0,2.0,SE3,1991-02-26,13.705220269851264,58.085706583459036
1070,2184-V-005-002,65.72,80.0,90.0,2.0,SE2,1991-03-01,17.32012600399134,61.76712936595131
1071,0980-V-008-001,1.17,80.0,90.0,1.5,SE3,1991-03-01,18.219917250945173,57.111814878365294
1072,0980-V-008-006,1.34,80.0,90.0,1.8,SE3,1991-03-01,18.218785541580186,57.09743317512734
1073,0980-V-008-005,1.22,80.0,90.0,1.8,SE3,1991-03-01,18.21900516572669,57.1003035234515
1074,0980-V-008-004,2.62,80.0,90.0,1.5,SE3,1991-03-01,18.219241934340594,57.10318250941027
1075,0980-V-008-003,2.24,80.0,90.0,1.5,SE3,1991-03-01,18.21947857518119,57.10606140794939
1076,0980-V-008-002,3.31,80.0,90.0,1.5,SE3,1991-03-01,18.219698328206768,57.108931750580446
1077,2184-V-005-001,62.55,80.0,90.0,2.0,SE2,1991-03-01,17.31323204248451,61.76638855079499
1078,2184-V-005-005,60.55,80.0,90.0,2.0,SE2,1991-03-01,17.340281578078415,61.76917893471799
1079,2184-V-005-004,73.8,80.0,90.0,2.0,SE2,1991-03-01,17.333339456067275,61.76861129793713
1080,2184-V-005-003,74.49,80.0,90.0,2.0,SE2,1991-03-01,17.32791570686299,61.76785338501493
